CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-07332-30671,1/23/08,11/28/07,CERTIFIED,LA,4/1/08,12/25/08,"BAYOU SHRIMP PROCESSORS, INC.",P.O. BOX 247,,DELCAMBRE,LA,70528,STEPHANIE GASPARD,PO BOX 247,DECLAMBRE,LA,CANNERY WORKER,78,6.96,HR,6.96,HR
C-08004-33569,1/23/08,12/31/07,CERTIFIED,CA,1/18/08,11/16/08,BRANSCOMB FARMS LLC,2995 WOODSIDE RD #400-364,,WOODSIDE,CA,94062,LISA L. GALLIATH,514 VIA DE LA VALLE,SOLANA BEACH,CA,STABLE ATTENDANT,1,7.9,HR,9.48,HR
C-08004-33564,1/23/08,12/31/07,CERTIFIED,CA,1/18/08,11/16/08,BREAKWELL STABLES INC,1250 SHERMAN AVE,,MENLO PARK,CA,94025,LISA L. GALLIATH,514 VIA DE LA VALLE,SOLANA BEACH,CA,STABLE ATTENDANT,2,7.9,HR,9.48,HR
C-08004-33588,1/23/08,12/31/07,CERTIFIED,CA,1/18/08,11/16/08,RANCHO RIDING CLUB,P.O. BOX 646,,RANCHO SANTE FE,CA,92067,"SAMANTHA MENDIS, ESQ.",514 VIA DE LA VALLE,SOLANA BEACH,CA,ANIMAL CARETAKER,6,7.9,HR,9.48,HR
C-07361-32992,1/23/08,12/21/07,CERTIFIED,OK,2/15/08,12/15/08,GREENTURF LANDSCAPING CO.,"2400 E. BRITTON (PO BOX 1566, EDMOND, OK 73083)",,OKLAHOMA CITY,OK,73431,RANCE STEIN,WINNINGHAM & STEIN,OKLAHOMA CITY,OK,"LABORER, LANDSCAPE",30,6.92,HR,7.33,HR
A-08014-34561,1/23/08,1/8/08,PARTIAL CERTIFIED,MA,4/1/08,12/15/08,CAPE COD PAPER COMPANY,1147 MAIN STREET,,DENNIS,MA,02638,LINDA TURNER,"ADNIL SERVICES, INC.",BRUNSWICK,ME,MATERIAL HANDLER,5,9.81,HR,10,HR
A-08014-34636,1/23/08,1/8/08,PARTIAL CERTIFIED,MA,4/1/08,10/31/08,"DOCKSIDE HOTEL GROUP, INC.",452 MAIN STREET,,W. YARMOUTH,MA,02673,"MATTHEW LEE, ESQ.","TOCCI, GOSS & LEE, PC",BOSTON,MA,"CLEANER, HOUSEKEEPING",15,8.47,HR,8.47,HR
C-07361-32998,1/23/08,12/21/07,CERTIFIED,OK,3/15/08,12/15/08,MARTINEZ LANDSCAPING,10001 NW 122ND ST,,YUKON,OK,73099,AMIGOS LABOR SOLUTIONS INC,"3141 HOOD STREET,",DALLAS,TX,"LABORER, LANDSCAPE",12,6.92,HR,6.94,HR
A-08014-34570,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,11/1/08,PROVISIONS,PO BOX 1520,,NANTUCKET,MA,02554,MARK CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,FAST FOODS WORKER,11,8.63,HR,9,HR
C-07361-32997,1/23/08,12/21/07,CERTIFIED,OK,3/1/08,11/15/08,"LANDRUN SERVICES, INC.",304 S BIRCH,,OSWASSO,OK,74055,R. MARK SOLANO,"LEBLANG, SOLANO & ASHBAUGH, P.L.L.P",TULSA,OK,"LABORER, LANDSCAPE",20,7.13,HR,10.75,HR
A-08014-34606,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,10/31/08,ISLAND GOURMET CORP. D/B/A CLUB CAR,P.O. BOX 838,,NANTUCKET,MA,02554,"DAVID S. MERSON, ESQ.",SCHWARTZ HANNUM PC,ANDOVER,MA,COOK,3,10.86,HR,13,HR
A-08014-34494,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,12/1/08,"PLYMOUTH HOTEL ASSOCIATES, LP DBA RADISSON HOTEL P",180 WATER STREET,,PLYMOUTH,MA,02360,"KENNETH E. MILLS, ESQ",P.O. BOX 2086,CENTERVILLE,MA,KITCHEN HELPER,3,7.76,HR,8,HR
A-08014-34449,1/23/08,1/8/08,CERTIFIED,NC,4/1/08,10/31/08,"RETURN TO EXCELLENCE, INC, D/B/A WAYNESVILLE COUNT",176 COUNTRY CLUB DRIVE,,WAYNESVILLE,NC,28786,"KEVIN M. REILLY, ESQ","LAW OFFICE OF REILLY & REILLY, LLC",ANNAPOLIS,MD,"CLEANER, HOUSEKEEPING",20,6.71,HR,7,HR
A-08014-34487,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,12/31/08,THE SUMMER HOUSE,"1 ARMAND BEACH DR., STE 2B",,PALM COAST,FL,32137,,,,,"CLEANER, HOUSEKEEPING",20,8.39,HR,9.71,HR
A-08014-34633,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,11/1/08,THE SOUNDINGS SEASIDE RESORT,P.O. BOX 1104,,DENNISPORT,MA,02639,MARCH CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTHPORT,MA,"CLEANER, HOUSEKEEPING",15,8.47,HR,8.47,HR
A-08014-34631,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,12/1/08,CHATHAM SEAFARER,2079 MAIN STREET,,CHATHAM,MA,02633,MARK CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,"CLEANER, HOUSEKEEPING",4,8.47,HR,9.25,HR
C-08018-35193,1/23/08,1/17/08,CERTIFIED,TX,2/1/08,12/1/08,EILERS STEEL ERECTION INC,1134 PHILLIPS SEMMLER RD,,FREDERICKSBURG,TX,78624,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,CONSTRUCTION WORKER I,25,7.91,HR,7.91,HR
A-07361-32952,1/23/08,12/26/07,PARTIAL CERTIFIED,SC,2/15/08,12/15/08,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,SAINT ANN,MO,63074,"MOSES ASPAN, ESQ. LAW OFFICE OF MOSES ASPAN, P.C.","40-12 31ST AVENUE, SUITE 1",ASTORIA,NY,"CLEANER, HOUSEKEEPING",182,6.86,HR,6.86,HR
A-08002-33230,1/23/08,12/27/07,PARTIAL CERTIFIED,VA,3/1/08,11/15/08,SPECIAL EVENTS ENTERTAINMENT,1248 NORTH GEORGE WASHINGTON HWY,,CHESAPEAKE,VA,23323,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,MATERIAL HANDLER,11,7.5,HR,7.5,HR
A-07365-33172,1/23/08,12/26/07,CERTIFIED,VA,4/1/08,11/21/08,THE F.A. BARTLETT TREE EXPERT COMPANY,1185 FIVE SPRINGS ROAD,,CHARLOTTESVILLE,VA,22902,ERIC STEINER,INTERNATIONAL TRAINING & CONSULTING,BALTIMORE,MD,"LABORER, LANDSCAPE",25,8.89,HR,10.5,HR
A-07361-32845,1/23/08,12/26/07,CERTIFIED,NJ,4/1/08,11/21/08,THE F.A. BARTLETT TREE EXPERT COMPANY,"98 FORD ROAD, SUITE 3E",,DENVILLE,NJ,07834,ERIC STEINER,INTERNATIONAL TRAINING & CONSULTING,BALTIMORE,MD,"LABORER, LANDSCAPE",60,9.05,HR,10.5,HR
A-07361-32964,1/23/08,12/26/07,CERTIFIED,FL,4/1/08,12/31/08,VERY RELIABLE SERVICES INC.,"2040, PORT CASTLE CIRCLE",,WINTER GARDEN,FL,34787,,,,,"CLEANER, HOUSEKEEPING",25,7.37,HR,7.37,HR
A-07361-32891,1/23/08,12/26/07,CERTIFIED,NJ,3/25/08,10/15/08,MOREY'S PIERS,3501 BOARDWALK,,WILDWOOD,NJ,08260,PATRICE MORRISON,NIXON PEABODY LLP,ROCHESTER,NY,AMUSEMENT PARK WORKER,35,6.8,HR,7.15,HR
A-07362-33013,1/23/08,12/26/07,CERTIFIED,PA,3/1/08,12/31/08,TRUGREEN LANDCARE,764 ROBLE ROAD,,ALLENTOWN,PA,18109,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",25,7.69,HR,7.69,HR
A-08003-33425,1/23/08,12/31/07,CERTIFIED,RI,4/1/08,12/15/08,"BLOCK ISLAND RESORTS, INC.",PO BOX I,,BLOCK ISLAND,RI,02807,DOROTHY NICHOLSON,WALKERS CONSULTING INC.,ROSEDALE,NY,FAST FOODS WORKER,10,7.84,HR,8,HR
A-08003-33335,1/23/08,12/28/07,CERTIFIED,PA,4/1/08,12/1/08,FEDEROUCH LANDSCAPE SUPPLY,202 BUCKEYE STREET,,LAWRENCE,PA,15055,"JACQUELINE B. MARTINEZ, ESQ","JBM IMMIGRATION GROUP, LLC",PITTSBURGH,PA,"LABORER, LANDSCAPE",8,7.29,HR,7.29,HR
A-07361-32970,1/23/08,12/26/07,CERTIFIED,SC,4/1/08,11/15/08,"PROPERTY MANAGEMENT OF MYRTLE BEACH, INC DBA SANDS",9550 SHORE DRIVE,,MYRTLE BEACH,SC,29572,,,,,"CLEANER, HOUSEKEEPING",40,6.86,HR,7.5,HR
A-08009-34041,1/23/08,1/4/08,CERTIFIED,MA,4/1/08,12/31/08,CATANIA HOSPITALITY GROUP,HEARTH 'N KETTLE OF HYANNIS,141 FALMOUTH RD.,HYANNIS,MA,02601,,,,,KITCHEN HELPER,20,8,HR,8,HR
A-07354-32505,1/23/08,12/19/07,CERTIFIED,PA,3/15/08,12/15/08,"CNR LANDSCAPE CONTRACTORS, INC",247 CLOVER CIRCLE,,MEDIA,PA,19063,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",5,8.79,HR,8.79,HR
A-07353-32420,1/23/08,12/18/07,CERTIFIED,ME,4/1/08,11/1/08,SPRUCE POINT INN,P.O. BOX 237,,BOOTHBAY HARBOR,ME,04538,"LINDA TURNER, ADNIL SERVICES, INC.",PO BOX 569,BRUNSWICK,ME,HOTEL CLERK,6,7.34,HR,9.5,HR
A-08009-34128,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,11/17/08,"HARBORVIEW HOTEL INVESTORS, LLC DBA HYANNIS HARBOR",28 JACOME WAY,,MIDDLETOWN,RI,02842,,,,,JANITOR,2,9.36,HR,9.75,HR
A-08003-33407,1/23/08,12/31/07,CERTIFIED,NJ,3/1/08,12/15/08,PILLARI LLC,27 RANDOLPH ROAD,,HOWELL,NJ,07731,,,,,"LABORER, LANDSCAPE",20,9.05,HR,9.05,HR
A-08014-34547,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,11/1/08,SAILORS INC. D/B/A THE FLYING BRIDGE RESTAURANT,311 GIFFORD ST.,,FALMOUTH,MA,02540,"JOSE A. VAZQUEZ, ESQ.","FERREIRA & VAZQUEZ, ATTORNEYS AT LAW",FALMOUTH,MA,"WAITER/WAITRESS, INFORMAL",21,7.73,HR,8,HR
A-08014-34595,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,11/1/08,SAILORS INC. D/B/A THE FLYING BRIDGE RESTAURANT,311 GIFFORD ST.,,FALMOUTH,MA,02540,"JOSE A. VAZQUEZ, ESQ.","FERREIRA & VAZQUEZ, ATTORNEYS AT LAW",FALMOUTH,MA,KITCHEN HELPER,9,7.84,HR,8,HR
A-07354-32490,1/23/08,12/19/07,CERTIFIED,ME,4/1/08,12/15/08,THE MEADOWMERE RESORT,74 S. MAIN STREET,,OGUNQUIT,ME,03907,LINDA TURNER,"ADNIL SERVICES, INC.",BRUNSWICK,ME,"CLEANER, HOUSEKEEPING",15,7.47,HR,8,HR
A-08003-33393,1/23/08,12/31/07,CERTIFIED,MD,4/1/08,9/30/08,"ANCHOR AQUATICS, INC",3642 SOLOMONS ISLAND ROAD,,EDGEWATER,MD,21037,ERIC STEINER,INTERNATIONAL TRAINING & CONSULTING,BALTIMORE,MD,SWIMMING POOL SERVICER,12,8.51,HR,10,HR
A-08007-33655,1/23/08,12/31/07,CERTIFIED,NY,4/1/08,11/15/08,"SARATOGA NATIONAL GOLF CLUB, INC.",359 CRESCENT AVE.,,SARATOGA SPRINGS,NY,12866,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD STREET,DALLAS,TX,"LABORER, LANDSCAPE",16,8.39,HR,8.42,HR
A-08003-33449,1/23/08,12/31/07,CERTIFIED,PA,4/1/08,12/30/08,"FAMILY TIME, INC.T/A HERSHEY FARM RESTAURANT & MOT",P.O. BOX 159,ROUTE 896,STRASBURG,PA,17579,,,,,FAST FOODS WORKER,10,6.12,HR,7.75,HR
A-07353-32422,1/23/08,12/18/07,CERTIFIED,ME,4/1/08,1/15/09,HARTSTONE INN,41 ELM STREET,,CAMDEN,ME,04843,"LINDA TURNER, ADNIL SERVICES",P.O. BOX 569,BRUNSWICK,ME,"CLEANER, HOUSEKEEPING",4,7.47,HR,8,HR
A-07354-32502,1/23/08,12/19/07,CERTIFIED,DE,4/1/08,12/20/08,"EVERGREEN HARDSCAPING, INC.",21 WEST AYRE STREET,,WILMINGTON,DE,19804,"INTERNATIONAL PERSONNEL RESOURCES, INC",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",7,8.88,HR,8.88,HR
A-07354-32476,1/23/08,12/19/07,CERTIFIED,ME,4/1/08,10/30/08,"THE BIRCHES RESORT, INC",PO BOX 369,,GREENVILLE,ME,04441,"LINDA TURNER, ADNIL SERVICES",P.O. BOX 569,BRUNSWICK,ME,"CLEANER, HOUSEKEEPING",4,7.45,HR,8,HR
A-08003-33494,1/23/08,12/31/07,CERTIFIED,MD,4/1/08,10/31/08,"DRD POOL MANAGEMENT, INC.",16 STENERSON LANE,SUITE 4A,HUNT VALLEY,MD,21030,"MELISSA CALHOON JONES, ESQ.",TYDINGS & ROSENBERG LLP,BALTIMORE,MD,LIFEGUARD,20,10.05,HR,10.05,HR
A-07353-32431,1/23/08,12/18/07,CERTIFIED,NY,4/1/08,11/30/08,SHINNECOCK  HILLS GOLF CLUB,200 TUCKAHOE ROAD,,SOUTHAMPTON,NY,11968,MELINDA  A  RUBIN,"1 JACKSON AVE SOUTH, BUILD 1",HAMPTON BAYS,NY,"FOOD ASSEMBLER, KITCHEN",2,7.72,HR,7.72,HR
A-07365-33170,1/23/08,12/26/07,CERTIFIED,ME,4/1/08,11/30/08,"HIOS HOSPITALITY, LLC",P.O. BOX 560C,,KENNEBUNKPORT,ME,04046,,,,,"CLEANER, HOUSEKEEPING",16,7.61,HR,10,HR
A-08014-34632,1/23/08,1/8/08,CERTIFIED,MA,4/1/08,12/1/08,"NANTUCKET LAWN & GARDEN, INC.",P.O. BOX 3362,,NANTUCKET,MA,02584,MARK CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,"LABORER, LANDSCAPE",16,12.2,HR,12.2,HR
A-07361-32961,1/23/08,12/26/07,PARTIAL CERTIFIED,FL,4/1/08,11/30/08,RAMADA PLAZA BEACH RESORT,1500 MIRACLE STRIP PKWY. SE,,FT WALTON BEACH,FL,32548,,,,,"CLEANER, HOUSEKEEPING",57,6.97,HR,7.5,HR
A-08002-33264,1/23/08,12/27/07,PARTIAL CERTIFIED,NJ,4/1/08,11/30/08,PAINTING BY STEVE SANTORO INC,13 WHITMAN DRIVE,,SOMERS POINT,NJ,08244,"SHEREEN C. CHEN, ESQ","BALLARD SPAHR ANDREWS & INGERSOLL, LLP",VOORHEES,NJ,CONSTRUCTION WORKER II,12,11.24,HR,11.24,HR
A-08009-34045,1/23/08,1/4/08,PARTIAL CERTIFIED,MA,4/1/08,12/31/08,CATANIA HOSPITALITY GROUP,HEARTH 'N KETTLE OF HYANNIS,141 FALMOUTH RD.,HYANNIS,MA,02601,,,,,"CLEANER, HOUSEKEEPING",23,8.47,HR,8.99,HR
A-07353-32403,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,12/30/08,"HANSON ENTERPRISES, LLC",PO BOX 2240,,OGUNQUIT,ME,03907,"LINDA TURNER, ADNIL SERVICES",P.O. BOX 569,BRUNSWICK,ME,HOTEL CLERK,2,8.01,HR,8.52,HR
A-07353-32435,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,11/1/08,SPRUCE POINT INN,P.O. BOX 237,,BOOTHBAY HARBOR,ME,04538,"LINDA TURNER, ADNIL SERVICES, INC.",PO BOX 569,BRUNSWICK,ME,"CLEANER, HOUSEKEEPING",25,7.74,HR,8.5,HR
A-07353-32438,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,11/30/08,THE ROCKTIDE INN,35 ATLANTIC AVENUE,,BOOTHBAY HARBOR,ME,04538,"LINDA TURNER, ADNIL SERVICES, INC.",PO BOX 569,BRUNSWICK,ME,KITCHEN HELPER,15,7,HR,8,HR
A-07353-32440,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,11/1/08,FISHERMAN'S WHARF INN,22 COMMERCIAL STREET,,BOOTHBAY HARBOR,ME,04538,"LINDA TURNER, ADNIL SERVICES, INC.",PO BOX 569,BRUNSWICK,ME,FAST FOODS WORKER,9,7,HR,8,HR
A-07353-32448,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,12/30/08,CHAFE RESTAURANT CORP DBA MUDDY RUDDER,1335 U.S. ROUTE ONE,,YARMOUTH,ME,04096,"LINDA TURNER, ADNIL SERVICES",P.O. BOX 569,BRUNSWICK,ME,COOK,4,8.85,HR,8.85,HR
A-07353-32451,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,12/30/08,JONATHAN'S INC.,PO BOX 757,92 BOURNE LANE,OGUNQUIT,ME,03907,"LINDA TURNER, ADNIL SERVICES, INC",P.O. BOX 569,BRUNSWICK,ME,DINING ROOM ATTENDANT,3,7,HR,7,HR
A-07353-32457,1/24/08,12/18/07,CERTIFIED,ME,4/1/08,10/30/08,PINK BLOSSOMS FAMILY RESORT,PO BOX 763,,OGUNQUIT,ME,03907,"LINDA TURNER, ADNIL SERVICES",P.O. BOX 569,BRUNSWICK,ME,"CLEANER, HOUSEKEEPING",3,7.47,HR,8.25,HR
A-07354-32493,1/24/08,12/19/07,CERTIFIED,ME,4/1/08,11/15/08,"CHEZ MICHEL'S  RESTAURANT, CORP",P.O. BOX 36,,LINCOLNVILLE,ME,04849,LINDA TURNER,"ADNIL SERVICES, INC.",BRUNSWICK,ME,FAST FOODS WORKER,8,7,HR,8,HR
A-07354-32497,1/24/08,12/19/07,CERTIFIED,ME,4/1/08,11/30/08,WOLTERBEEK ENT. DBA JAKES SEAFOOD,PO BOX 454,,MOODY,ME,04054,LINDA TURNER,"ADNIL SERVICES, INC.",BRUNSWICK,ME,KITCHEN HELPER,12,7,HR,8.5,HR
A-08003-33340,1/24/08,12/28/07,CERTIFIED,PA,4/1/08,12/30/08,"THOMAS E. STRAUSS, INC., T/A MILLER'S SMORGASBORD ",2811 LINCOLN HIGHWAY EAST,,RONKS,PA,17572,,,,,DINING ROOM ATTENDANT,30,7.15,HR,7.75,HR
A-08003-33366,1/24/08,12/28/07,CERTIFIED,NH,4/1/08,12/7/08,"T/P CAMPGROUND INC., D/B/A YOGI BEAR'S JELLYSTONE ",P.O. BOX 968,,CENTER HARBOR,NH,03226,,,,,AMUSEMENT PARK WORKER,15,7.2,HR,7.2,HR
A-08003-33428,1/24/08,12/31/07,CERTIFIED,RI,4/1/08,12/15/08,"BLOCK ISLAND RESORTS, INC.",PO BOX I,,BLOCK ISLAND,RI,02807,DOROTHY NICHOLSON FAC 516 868-1272,WALKERS CONSULTING INC,ROSEDALE,NY,HOTEL CLERK,10,8.74,HR,9,HR
A-08003-33440,1/24/08,12/31/07,CERTIFIED,RI,4/1/08,12/15/08,THE IVY LODGE LLC,12 CLAY STREET,,NEWPORT,RI,02840,DOROTHY NICHOLSON WALKERS CONSULTING INC.,"1 CROSS ISLAND PLAZA, SUITE LL8",ROSEDALE,NY,"CLEANER, HOUSEKEEPING",8,7.99,HR,9.43,HR
A-07354-32543,1/24/08,12/20/07,CERTIFIED,NY,3/15/08,12/25/08,SEVEN STARS CONSTRUCTION INC.,P.O. BOX 617,,MEDFORD,NY,11763,"MARIO DEMARCO, ESQ",815 HORSEBLOCK ROAD,FARMINGVILLE,NY,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",6,8.2,HR,8.2,HR
A-08007-33657,1/24/08,12/31/07,CERTIFIED,NY,3/24/08,1/5/09,MICOSTA ENTERPRISES,3007 ROUTE 20,,HUDSON,NY,12534,,,,,"FOOD ASSEMBLER, KITCHEN",10,7.52,HR,7.52,HR
A-07346-31880,1/24/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,CARMINE ZAINO LANDSCAPE CONTRACTOR INC.,4 EARL STREET,,WESTBURY,NY,11590,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",2,338,WK,340,WK
A-07348-32128,1/24/08,12/12/07,CERTIFIED,PA,3/24/08,11/15/08,"PACER POOL SERVICES & SUPPLY, INC",267 NORWOOD ROAD,,DOWNINGTOWN,PA,19335,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O BOX 1507,WEST CHESTER,PA,JANITOR,7,7.78,HR,7.78,HR
A-07345-31824,1/24/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,HORIZONS UNLIMITED LANDSCAPE DESIGN INC.,P.O. BOX 1588,,EAST QUOGUE,NY,11942,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",3,338,WK,340,WK
A-07345-31850,1/24/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,JESSUP LANDSCAPING INC.,P.O.  BOX 1658,9 QUOGUE PLAZA TRAIL,QUOGUE,NY,11959,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",3,338,WK,340,WK
A-08007-33742,1/24/08,12/31/07,PARTIAL CERTIFIED,FL,3/1/08,11/1/08,UNITED FORWARD INC.,34841 MOUND RD SUITE 255,,STERLING HEIGHTS,MI,48310,KATMOR SERVICES INC,7231 S EASTERN AVE. #B221,LAS VEGAS,NV,"CLEANER, HOUSEKEEPING",30,6.96,HR,7.25,HR
A-07345-31849,1/24/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,LANDSCAPE SOLUTIONS INC.,P.O. BOX 364,,WESTHAMPTON,NY,11977,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",3,338,HR,340,HR
A-07362-33132,1/24/08,12/26/07,CERTIFIED,NJ,4/1/08,11/30/08,VICTORIAN HOTELS INC. - DBA INN OF CAPE MAY,"P.O. BOX 31, 7 OCEAN AVENUE",,CAPE MAY,NJ,08204,"D. DELINKO, ESQ/J. AVANCENA/VISA SERVICES","2100 HUNTINGTON DRIVE, SUITE 4",SAN MARINO,CA,DINING ROOM ATTENDANT,19,6.59,HR,8,HR
A-07361-32965,1/24/08,12/25/07,CERTIFIED,NH,4/1/08,11/21/08,BAKER HILL GOLF CLUB,101 BAKER HILL ROAD,,NEWBURY,NH,03255,,,,,"LABORER, LANDSCAPE",10,8.02,HR,10,HR
A-08008-33867,1/24/08,1/4/08,CERTIFIED,MA,4/1/08,10/15/08,TWISTED SISTER INC. DBA NEW YORK PIZZA,293 COMMERCIAL ST,,PROVINCETOWN,MA,02657,EDWARD WHITE,LAW OFC ED R WHITE PC,BOSTON,MA,"COUNTER ATTENDANT, CAFETERIA",6,8,HR,8,HR
A-07354-32467,1/24/08,12/19/07,CERTIFIED,ME,4/1/08,11/30/08,"BREDA LLC, DBA  CAMDEN HARBOUR INN",6 ROCKBROOK DRIVE,,CAMDEN,ME,04843,LINDA TURNER,"ADNIL SERVICES, INC.",BRUNSWICK,ME,"CLEANER, HOUSEKEEPING",3,7.47,HR,8,HR
A-08003-33433,1/24/08,12/31/07,CERTIFIED,PA,4/1/08,12/31/08,"GREEN ACRES NURSERY, INC.",400 WEST ORANGE STREET,P.O. BOX 383,LITITZ,PA,17543,,,,,"LABORER, LANDSCAPE",4,8.52,HR,8.52,HR
A-07365-33165,1/24/08,12/26/07,CERTIFIED,ME,4/1/08,11/30/08,"HIOS HOSPITALITY, LLC",P.O. BOX  560C,,KENNEBUNKPORT,ME,04046,,,,,"FOOD ASSEMBLER, KITCHEN",7,7.75,HR,8,HR
A-08008-33783,1/24/08,12/31/07,CERTIFIED,MA,4/1/08,12/15/08,"STEAMBOAT WHARF PIZZA, INC.",P.O. BOX 1829,,NANTUCKET,MA,02554,,,,,FAST FOODS WORKER,8,8.63,HR,9,HR
A-08009-34020,1/24/08,1/4/08,CERTIFIED,MA,4/1/08,12/31/08,CATANIA HOSPITALITY GROUP - HEARTH 'N KETTLE OF HY,141 FALMOUTH RD.,,HYANNIS,MA,02601,,,,,COOK,18,10.75,HR,10.75,HR
A-08008-33786,1/24/08,12/31/07,CERTIFIED,MA,4/1/08,12/15/08,TWENTY FOUR BROAD STREET INC DBA LE LANGUEDOC,P.O. BOX 1829,,NANTUCKET,MA,02554,,,,,KITCHEN HELPER,8,8.21,HR,9,HR
A-08015-34709,1/24/08,1/9/08,CERTIFIED,MA,4/1/08,11/15/08,"DONALD EDWARDS ENTERPRISES, INC. DBA GOVERNOR BRAD",312 COMMERCIAL STREET,,PROVINCETOWN,MA,02657,MARK CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,"WAITER/WAITRESS, INFORMAL",6,7.78,HR,8,HR
A-08016-34989,1/24/08,1/11/08,CERTIFIED,KY,3/1/08,12/10/08,"ELECTROSTATIC PAINTING, INC.",3140 MCCOWENS FERRY ROAD,,VERSAILLES,KY,40383,,,,,"PAINTER HELPER, SPRAY",20,7.93,HR,8,HR
A-07362-33040,1/24/08,12/26/07,PARTIAL CERTIFIED,NC,4/1/08,12/31/08,"SEA SAFARI, LTD",P.O. BOX 369,,BELHAVEN,NC,27810,,,,,"TRIMMER, MEAT",130,6.16,HR,6.16,HR
A-08011-34428,1/24/08,1/8/08,CERTIFIED,MA,4/1/08,12/20/08,SUMMERS HOME AND OFFICE,307 COMMERCE PARK NORTH,UNIT A,S. CHATHAM,MA,02659,CAPE LABOR SOLUTIONS,P.O. BOX 633,N. CHATHAM,MA,"CLEANER, HOUSEKEEPING",16,8.47,HR,9,HR
C-08008-33782,1/24/08,1/4/08,PARTIAL CERTIFIED,MI,4/1/08,11/15/08,BEST WESTERN HARBOUR POINTE,797 NORTH STATE STREET,,ST. IGNACE,MI,49781,TIMOTHY J. O'LEARY,"TIMOTHY J. O'LEARY, ATTORNEY AT LAW",WASHINGTON,DC,"CLEANER, HOUSEKEEPING",16,7.15,HR,7.15,HR
A-08011-34427,1/24/08,1/8/08,CERTIFIED,MA,4/1/08,12/10/08,CAPE COD HOME SERVICES,P.O. BOX 390,,CHATHAM,MA,02633,CAPE LABOR SOLUTIONS,P.O. BOX 633,N. CHATHAM,MA,"LABORER, LANDSCAPE",6,10.73,HR,10.75,HR
