CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-10196-50515,19-Jul-10,15-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,15-Aug-11,MARRIOTT RESORTS HOSPITALITY CORPORATION DBA MARRI,71 OCEAN AVENUE,,PALM BEACH SHORES,FL,33404,VERONICA T. STRICKLAND-BIRKENSTOCK PRACTICAL EMPLO,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",4,4,11,HR,11,HR
C-10196-50523,19-Jul-10,15-Jul-10,PARTIAL CERTIFIED,H-2B,FL,15-Oct-10,15-Aug-11,MARRIOTT RESORTS HOSPITALITY CORPORATION DBA MARRI,71 OCEAN AVENUE,,PALM BEACH SHORES,FL,33404,VERONICA STRICKLAND-BIRKENSTOCK /PRACTICAL  EMPLOY,DALLAS,TX,323.687-014,"CLEANER, HOUSEKEEPING",17,16,9.19,HR,10,HR
C-10196-50516,19-Jul-10,15-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,15-Aug-11,MARRIOTT RESORTS HOSPITALITY CORPORATION DBA MARRI,71 OCEAN AVENUE,,PALM BEACH SHORES,FL,33404,VERONICA STRICKLAND-BIRKENSTOCK PRACTICAL EMPLOYEE,DALLAS,TX,341.367-010,RECREATION FACILITY ATTENDANT,5,5,10,HR,10,HR
C-10196-50520,26-Jul-10,15-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,15-Aug-11,MARRIOTT RESORTS HOSPITALITY CORPORATION DBA MARRI,71 OCEAN AVENUE,,PALM BEACH SHORES,FL,33404,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,311.677-014,"COUNTER ATTENDANT, CAFETERIA",7,7,,,,
C-10195-50510,26-Jul-10,14-Jul-10,CERTIFIED,H-2B,FL,1-Sep-10,30-Jun-11,"FOX CHIROPRACTIC, INC.",3030 SOUTH DIXIE HIGHWAY,,WEST PALM BEACH,FL,33405,"JEFFREY A. DEVORRE / DEVORE & DEVORE, P.A.",PALM  BEACH GARDENS,FL,334.374-010,MASSEUR/MASSEUSE,1,1,,,,
C-10196-50525,19-Jul-10,15-Jul-10,PARTIAL CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"LOST TREE CLUB, INC.",11520 LOST TREE WAY,,NORTH PALM BEACH,FL,33408,PETER PETRINA,GARNERVILLE,NY,313.361-014,COOK,18,16,9.85,HR,9.85,HR
C-10196-50517,19-Jul-10,15-Jul-10,PARTIAL CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"LOST TREE CLUB, INC.",11520 LOST TREE WAY,,NORTH PALM BEACH,FL,33408,PETER PETRINA,GARNERVILLE,NY,350.677-030,WAITER/WAITRESS,25,21,7.37,HR,7.37,HR
C-09342-47553,15-Jan-10,8-Dec-09,DENIED,H-2B,FL,10-Dec-09,30-Jul-10,US OPPORTUNITIES LLC,11096 47TH ROAD NORTH,,WEST PALM BEACH,FL,33411,MAVADENE COOPER,ORANGE,NJ,321.137-010,HOUSEKEEPER,98,0,7.5,HR,7.5,HR
C-10180-50401,13-Jul-10,29-Jun-10,PARTIAL CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"IBIS MANAGEMENT SERVICES, INC. DBA IBIS GOLF & COU",8225 IBIS BLVD.,,WEST PALM BEACH,FL,33412,EMILIO FERNANDO MARTINEZ,MIAMI,FL,311.677-018,DINING ROOM ATTENDANT,14,10,10.25,HR,10.25,HR
C-10180-50402,14-Jul-10,29-Jun-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"IBIS MANAGEMENT SERVICES, INC. DBA IBIS GOLF& COUN",8225 IBIS BLVD.,,WEST PALM BEACH,FL,33412,"EMILIO FERNANDO MARTINEZ/ MARTINEZ & SORDO, P.A",MIAMI,FL,313.361-014,COOK,6,6,,,,
C-09282-46629,16-Oct-09,9-Oct-09,CERTIFIED,H-2B,FL,25-Nov-09,1-May-10,"TRADE WINDS FARM (TAC, LLC)",827 FOREST GLEN LANE,,WELLINGTON,FL,33414,"WHITEMAN OSTERMAN & HANNA, LLP/LEONARD JOHN D'ARRI",ALBANY,NY,410.674-010,ANIMAL CARETAKER,6,6,10.14,HR,10.14,HR
C-09289-46690,23-Oct-09,16-Oct-09,CERTIFIED,H-2B,FL,1-Nov-09,31-May-10,SERAPHIM LLC,4343 130TH AVENUE SOUTH,,WELLINGTON,FL,33414,JOHN GISMONDI,WESTBURY,NY,410.674-022,STABLE ATTENDANT,3,3,8.27,HR,8.27,HR
C-10048-49370,24-Mar-10,17-Feb-10,DENIED,H-2B,FL,1-Jan-10,1-Oct-10,MARGARET PIROVANO,14240 CALYPSO LANE,,WELLINGTON,FL,33414,JEFFREY A. DEVORE,PALM BEACH GARDENS,FL,159.224-010,ANIMAL TRAINER,1,0,18.46,HR,18.46,HR
C-10123-50021,3-May-10,17-Feb-10,CERTIFIED,H-2B,FL,1-Jan-10,1-Oct-10,MARGARET PIROVANO,14240 CALYPSO LANE,,WELLINGTON,FL,33414,JEFFREY A. DEVORE,PALM BEACH GARDENS,FL,159.224-010,ANIMAL TRAINER,1,1,18.46,HR,18.46,HR
C-10197-50551,23-Jul-10,16-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Apr-11,ARCADIA FARM INC,14440 PIERSON DRIVE,,WELLINGTON,FL,33414,JOHN GISMONDI,WESTBURY,NY,410.674-022,STABLE ATTENDANT,3,3,,,,
C-10245-50954,14-Sep-10,2-Sep-10,CERTIFIED,H-2B,FL,25-Nov-10,30-May-11,"TRADE WINDS FARMS (TAC, LLC)",827 FOREST GLEN LANE,,WELLINGTON,FL,33414,LEONARD J. D'ARRIGO,ALBANY,NY,410.674-010,ANIMAL CARETAKER,6,6,9.69,HR,9.69,HR
C-10260-51054,21-Sep-10,17-Sep-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"MARIO DESLAURIERS, INC.",2872A WINDING OAKS LN,,WELLINGTON,FL,33414,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,1,1,8.11,HR,8.11,HR
C-10253-51017,24-Sep-10,10-Sep-10,CERTIFIED,H-2B,VT,3-Oct-10,3-Aug-11,"NORTH RUN, INC. DBA NORTH RUN",2402 PLAYERS COURT,,WELLINGTON,FL,33414,CHRISTINE COLE BIEDERMAN/LAW OFFICE OF CHRISTINE C,DALLAS,TX,410.674-010,ANIMAL CARETAKER,6,6,,,,
C-10250-50983,29-Sep-10,7-Sep-10,DENIED,H-2B,FL,1-Oct-10,30-Jun-11,MARGARET PIROVANO,14240 CALYPSO LANE,,WELLINGTON,FL,33414,JEFFREY A. DEVORE,PALM BEACH GARDENS,FL,410.674-010,ANIMAL CARETAKER,1,0,18595,YR,18595,YR
C-09279-46600,20-Oct-09,6-Oct-09,CERTIFIED,H-2B,FL,30-Nov-09,31-May-10,WORKAWAY STAFFING INC,7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,"MATTHEW S. DUNN, ESQ",NEW YORK,NY,350.677-030,WAITER/WAITRESS,6,6,10,HR,10,HR
C-10218-50776,11-Aug-10,6-Aug-10,PARTIAL CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN KRAMER LEVIN NAFTALIS & FRANKEL LL,NEW YORK,NY,321.137-010,HOUSEKEEPER,15,11,9,HR,9,HR
C-10207-50643,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,319.137-010,FOOD SERVICE SUPERVISOR,16,16,,,,
C-10207-50651,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,408.687-014,"LABORER, LANDSCAPE",9,9,9,HR,9,HR
C-10207-50630,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,311.677-018,DINING ROOM ATTENDANT,40,40,,,,
C-10207-50632,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,313.361-014,COOK,78,78,12,HR,12,HR
C-10207-50624,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC","7108 FAIRWAY DRIVE, SUITE 330",,PALM BEACH GARDENS,FL,33418,KRAMER LEVIN NAFTALIS & FRANKEL LLP,NEW  YORK,NY,311.477-018,"WAITER/WAITRESS, BAR",261,261,,,,
C-10207-50622,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN / KRAMER LEVIN NAFTALIS & FRANKEL,NEW YORK,NY,311.477-030,"WAITER/WAITRESS, INFORMAL",9,9,,,,
C-10207-50644,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,315.361-010,COOK,8,8,12,HR,12,HR
C-10208-50665,12-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,379.667-014,LIFEGUARD,4,4,10.7,HR,10.7,HR
C-10207-50628,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,350.677-030,WAITER/WAITRESS,32,32,,,,
C-10207-50629,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN / KRAMER LEVIN NAFTALIS & FRANKEL,NEW YORK,NY,321.137-010,HOUSEKEEPER,20,20,,,,
C-10207-50642,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,WORKAWAY STAFFING INC,7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S DUNN/ KRAMER LEVIN NAFTALIS & FRANKEL LL,NEW YORK,NY,,,6,6,,,,
C-10208-50659,12-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN KRAMER LEVIN NAFTAILS & FRANKEL LL,NEW YORK,NY,350.677-030,WAITER/WAITRESS,73,73,10,HR,10,HR
C-10207-50635,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S DUNN,NEW YORK,NY,319.484-010,"FOOD ASSEMBLER, KITCHEN",18,18,,,,
C-10208-50670,12-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,311.677-018,DINING ROOM ATTENDANT,44,44,9.5,HR,9.5,HR
C-10207-50647,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.","7108 FAIRWAY DRIVE, SUITE 330",,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,311.677-018,DINING ROOM ATTENDANT,5,5,9.5,HR,9.5,HR
C-10207-50637,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN / KRAMER LEVIN NAFTALIS & FRANKEL,NEW YORK,NY,350.677-030,WAITER/WAITRESS,25,25,,,,
C-10207-50634,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,313.361-014,COOK,3,3,12,HR,12,HR
C-10208-50666,12-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,WORKAWAY STAFFING INC,7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S DUNN/ KRAMER LEVIN NAFTALIS & FRANKEL LL,NEW YORK,NY,310.137-010,"HOST/HOSTESS, RESTAURANT",24,24,,,,
C-10207-50650,12-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,319.137-010,FOOD SERVICE SUPERVISOR,3,3,15.7,HR,15.7,HR
C-10208-50661,12-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,313.361-014,COOK,27,27,12,HR,12,HR
C-10208-50660,13-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,341.367-010,RECREATION FACILITY ATTENDANT,78,78,9.5,HR,9.5,HR
C-10208-50668,13-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,22-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,312.474-010,BARTENDER,9,9,10,HR,10,HR
C-10207-50638,13-Aug-10,26-Jul-10,CERTIFIED,H-2B,FL,15-Oct-10,31-May-11,"WORKAWAY STAFFING, INC.",7108 FAIRWAY DRIVE,SUITE 330,PALM BEACH GARDENS,FL,33418,MATTHEW S. DUNN,NEW YORK,NY,312.474-010,BARTENDER,1,1,,,,
C-10130-50090,7-Jun-10,10-May-10,DENIED,H-2B,FL,27-May-10,27-Nov-10,"DE ANIMA PSYCHIATRIC SERVICES, INC",23257 STATE RD. 7,SUITE 204,BOCA  RATON,FL,33428,,,,301.677-010,CHILD MONITOR,1,0,9,HR,9,HR
C-10207-50645,29-Jul-10,26-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,THE COUNTRY CLUB OF FLORIDA,22 COUNTRY ROAD,,VILLAGE OF GOLF,FL,33436,"PETER PETRINA / PGI, INC.",GARNERVILLE,NY,313.361-014,COOK,7,7,9.85,HR,9.85,HR
C-10224-50832,18-Aug-10,12-Aug-10,CERTIFIED,H-2B,FL,1-Oct-10,15-May-11,"BEST SOLUTIONS WORKFORCE, LLC",3616 GENEVRA AVE,,BOYNTON BEACH,FL,33436,TIMOTHY JAMES BEDNARZ,MIAMI,FL,311.477-022,"WAITER/WAITRESS, DINING CAR",25,25,,,,
C-10208-50667,10-Aug-10,27-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,WESTCHESTER GOLF AND COUNTRY CLUB,12250 WESTCHESTER CLUB DRIVE,,BOYNTON BEACH,FL,33437,CYRIL MIRANDA FILIPINAS,MIAMI,FL,350.677-030,WAITER/WAITRESS,15,15,10.8,HR,10.8,HR
C-10200-50559,28-Jul-10,19-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,20-May-11,JUPITER ISLAND HOLDINGS DBA JUPITER ISLAND CLUB,1 ESTRADA RD.,,HOBE SOUND,FL,33455,JOHN MCNAMARA,AUSTIN,TX,222.587-022,KITCHEN CLERK,14,14,7.25,HR,7.25,HR
C-10200-50560,28-Jul-10,19-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,20-May-11,JUPITER ISLAND HOLDINGS DBA JUPITER ISLAND CLUB,1 ESTRADA RD.,,HOBE SOUND,FL,33455,JOHN MCNAMARA,AUSTIN,TX,311.677-018,DINING ROOM ATTENDANT,18,18,,,,
C-10200-50558,28-Jul-10,19-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,20-May-11,JUPITER ISLAND HOLDINGS DBA JUPITER ISLAND CLUB,1 ESTRADA RD.,,HOBE SOUND,FL,33455,JOHN MCNAMARA / THE MCNAMARA FIRM L.P.,AUSTIN,TX,323.687-014,"CLEANER, HOUSEKEEPING",9,9,,,,
C-10203-50610,27-Jul-10,22-Jul-10,PARTIAL CERTIFIED,H-2B,FL,15-Oct-10,15-May-11,FOUNTAINS COUNTRY CLUB,4000 LUXEMBURG COURT,,LAKE WORTH,FL,33467,,,,350.677-030,WAITER/WAITRESS,20,19,,,,
C-10232-50875,25-Aug-10,20-Aug-10,CERTIFIED,H-2B,FL,1-Nov-10,5-Jul-11,"THE RITZ-CARLTON GOLF CLUB AND SPA, JUPITER",115 EAGLE TREE TERRACE,,JUPITER,FL,33477,"VERONICA STRICKLAND-BIRKENSTOCK, PRACTICAL EMPLOYE",DALLAS,TX,350.677-030,WAITER/WAITRESS,7,7,9.08,HR,9.08,HR
C-10232-50878,25-Aug-10,20-Aug-10,CERTIFIED,H-2B,FL,1-Nov-10,5-Jul-11,"THE RITZ-CARLTON GOLF CLUB AND SPA, JUPITER",115 EAGLE TREE TERRACE,,JUPITER,FL,33477,PRACTICAL EMPLOYEE SOLUTIONS,DALLAS,TX,313.361-014,COOK,5,5,9.85,HR,14.48,HR
C-10232-50877,25-Aug-10,20-Aug-10,PARTIAL CERTIFIED,H-2B,FL,1-Nov-10,5-Jul-11,"THE RITZ-CARLTON GOLF CLUB AND SPA, JUPITER",115 EAGLE TREE TERRACE,,JUPITER,FL,33477,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,321.137-010,HOUSEKEEPER,18,17,11.64,HR,11.64,HR
C-10264-51064,30-Sep-10,21-Sep-10,PARTIAL CERTIFIED,H-2B,FL,15-Oct-10,1-Jun-11,JONATHAN'S LANDING GOLF CLUB,16823 CAPTAIN KIRLE DRIVE,,JUPITER,FL,33477,LINDA TURNER / ADNIL SERVICES,BRUNSWICK,ME,311.677-018,DINING ROOM ATTENDANT,20,17,7.88,HR,7.88,HR
C-10265-51069,30-Sep-10,22-Sep-10,PARTIAL CERTIFIED,H-2B,FL,15-Oct-10,1-Jun-11,JONATHAN'S LANDING GOLF CLUB,16823 CAPTAIN KIRLE DRIVE,,JUPITER,FL,33477,LINDA TURNER / ADNIL SERVICES,BRUNSWICK,ME,315.361-010,COOK,12,6,10.76,HR,10.76,HR
C-10196-50522,19-Jul-10,15-Jul-10,PARTIAL CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,THE MAR-A-LAGO CLUB,1100 SOUTH OCEAN BLVD.,,PALM BEACH,FL,33480,"PETER PETRINA PGI, INC.",GARNERVILLE,NY,321.137-010,HOUSEKEEPER,30,29,7.44,HR,7.44,HR
C-10196-50521,19-Jul-10,15-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,THE MAR-A-LAGO CLUB,1100 SOUTH OCEAN BLVD.,,PALM BEACH,FL,33480,PETER PETRINA,GARNERVILLE,NY,350.677-030,WAITER/WAITRESS,30,30,,,,
C-10196-50526,19-Jul-10,15-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,THE MAR-A-LAGO CLUB,1100 SOUTH OCEAN BLVD.,,PALM BEACH,FL,33480,"PETER PETRINA/ PGI, INC.",GARNERVILLE,NY,313.361-014,COOK,30,30,,,,
C-10201-50578,22-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. D/B/A THE BREAKERS",ONE SOUTH COUNTRY ROAD,,PALM BEACH,FL,33480,JENNIFER HOLT ESTRELLA,CORAL GABLES,FL,329.467-010,"ATTENDANT, LODGING FACILITIES",16,16,7.93,HR,7.93,HR
C-10201-50574,22-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. D/B/A THE BREAKERS",ONE SOUTH COUNTRY ROAD,,PALM BEACH,FL,33480,JENNIFER HOLT ESTRELIA,CORAL GABLES,FL,350.677-030,WAITER/WAITRESS,42,42,,,,
C-10201-50575,22-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. DBA THE BREAKERS",ONE SOUTH COUNTY ROAD,,PALM BEACH,FL,33480,"JENNIFER HOLT ESTRELLA / FRAGOMEN, DEL REY, BERNSE",CORAL GABLES,FL,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",7,7,,,,
C-10201-50576,22-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. DBA THE BREAKERS",ONE SOUTH COUNTY ROAD,,PALM BEACH,FL,33480,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",CORAL GABLES,FL,324.477-010,"PORTER, BAGGAGE",15,15,10.4,HR,10.4,HR
C-10201-50570,22-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. DBA THE BREAKERS",ONE SOUTH COUNTY ROAD,,PALM BEACH,FL,33480,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP/JENNIFER H",CORAL GABLES,FL,317.687-010,COOK HELPER,29,29,10.05,HR,10.05,HR
C-10201-50573,27-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. DBA THE BREAKERS",ONE SOUTH COUNTY ROAD,,PALM BEACH,FL,33480,JENNIFER HOLT ESTRELLA,CORAL GABLES,FL,318.687-010,KITCHEN HELPER,15,15,8.38,HR,8.38,HR
C-10201-50571,27-Jul-10,20-Jul-10,CERTIFIED,H-2B,FL,1-Oct-10,30-Jun-11,"THE BREAKERS PALM BEACH, INC. DBA THE BREAKERS",ONE SOUTH COUNTY ROAD,,PALM BEACH,FL,33480,"JENNIFER H. ESTRELLA/FRAGOMEN, DEL REY, BERNSEN &",CORAL GABLES,FL,321.137-010,HOUSEKEEPER,34,34,9.25,HR,9.25,HR
C-10216-50740,18-Aug-10,4-Aug-10,CERTIFIED,H-2B,FL,1-Nov-10,31-May-11,JV ASSOCIATES DBA FOUR SEASONS RESORT PALM BEACH,2800 SOUTH OCEAN BLVD,,PALM BEACH,FL,33480,,,,350.677-030,WAITER/WAITRESS,14,14,9.08,HR,9.08,HR
C-10242-50934,8-Sep-10,30-Aug-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL M. BENCHETRIT,MIAMI,FL,313.361-014,COOK,15,15,9.85,HR,9.85,HR
C-10242-50938,9-Sep-10,30-Aug-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,311.477-026,"WAITER/WAITRESS, FORMAL",15,15,10.61,HR,10.61,HR
C-10242-50932,9-Sep-10,30-Aug-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,313.361-014,COOK,20,20,9.85,HR,9.85,HR
C-10242-50936,10-Sep-10,30-Aug-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,352.677-018,"WAITER/WAITRESS, CLUB",25,25,10.61,HR,10.61,HR
C-10176-50378,16-Jul-10,25-Jun-10,PARTIAL CERTIFIED,H-2B,FL,1-Oct-10,15-May-11,THE POLO CLUB OF BOCA RATON,5400 CHAMPION BLVD.,,BOCA RATON,FL,33496,BRYANT L. STEVENSON,LAS VEGAS,NV,311.677-018,DINING ROOM ATTENDANT,58,57,7.38,HR,10,HR
C-10176-50372,16-Jul-10,25-Jun-10,CERTIFIED,H-2B,FL,1-Oct-10,15-May-11,THE POLO CLUB OF BOCA RATON,5400 CHAMPION BLVD.,,BOCA RATON,FL,33496,BRYANT L STEVENSON,LAS VEGAS,NV,341.367-010,RECREATION FACILITY ATTENDANT,27,27,10,HR,10,HR
C-10176-50379,21-Jul-10,25-Jun-10,CERTIFIED,H-2B,FL,1-Oct-10,15-May-11,THE POLO CLUB OF BOCA RATON,5400 CHAMPION BLVD,,BOCA RATON,FL,33496,BRYANT L STEVENSON /STEVENSON LEWIS LLP,LAS VEGAS,NV,313.361-014,COOK,30,30,9.85,HR,12,HR
C-10221-50792,24-Aug-10,9-Aug-10,CERTIFIED,H-2B,FL,1-Oct-10,31-May-11,"THE BROKEN SOUND CLUB, INC.",2401 WILLOW SPRINGS DRIVE,,BOCA RATON,FL,33496,LILIANA JANETH CUEVA / LAW OFFICES OF LILIANA J. C,CORAL GABLES,FL,311.477-034,"WAITER/WAITRESS, ROOM SERVICE",50,50,8.07,HR,8.07,HR
C-10041-49297,9-Mar-10,10-Feb-10,CERTIFIED,H-2B,PA,1-Apr-10,31-Oct-10,"FAREAST STAFFING SERVICES, CORP.",10812 BUTTONWOOD LAKE DRIVE,,BOCA RATON,FL,33498,"MICHAEL X. HARTOFELIS / LOMA USA, INC.",ASTORIA,NY,350.677-030,WAITER/WAITRESS,39,39,7.45,HR,7.45,HR
