CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-08329-42348,1/9/09,11/24/08,PARTIAL CERTIFIED,CA,1/15/09,12/31/09,"EVERESTEAM, INC.",1500 4TH STREET STE 39,,SACRAMENTO,CA,95814,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, GENERAL MERCHANDISE",10,8.34,HR,8.34,HR
C-08329-42349,1/12/09,11/24/08,CERTIFIED,MA,2/26/09,11/10/09,ISLAND INN CORPORATION D/B/A CENTURY HOUSE,10 CLIFF RD,,NANTUCKET,MA,02554,,,,,"CLEANER, HOUSEKEEPING",4,8.76,HR,8.76,HR
C-08329-42350,1/12/09,11/24/08,CERTIFIED,CA,2/5/09,12/5/09,SILVERTIP LANDSCAPING,11524 BROOK LANE,,TRUCKEE,CA,96161,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",8,9.51,HR,9.51,HR
C-08329-42351,1/12/09,11/24/08,PARTIAL CERTIFIED,MI,3/1/09,11/15/09,"MACKINAC ISLAND LABOR SERVICE, INC.",P.O. BOX 495,,MACKINAC ISLAND,MI,49757,"TIMOTHY J. O'LEARY TIMOTHY J. O'LEARY,  ATTORNEY A","1101 17TH STREET, NW, SUITE 201",WASHINGTON,DC,KITCHEN HELPER,20,7.4,HR,7.4,HR
C-08329-42352,1/21/09,11/24/08,CERTIFIED,CA,2/13/09,10/26/09,GOLDEN WEST CONCESSIONS,4957 COCONINO WAY,,SAN DIEGO,CA,92117,TESS HARRISON,32775 FM 106,RIO HONDO,TX,AMUSEMENT PARK WORKER,30,8.1,HR,8.1,HR
C-08329-42353,1/13/09,11/24/08,CERTIFIED,VA,3/2/09,10/31/09,DYMER CREEK SEAFOOD,1005 POPLAR NECK ROAD,,WHITE STONE,VA,22578,"THE LABOR COMPANY, AMANDA  WRIGHT",P.O. BOX 1254,AMHERST,VA,"PACKAGER, HAND",7,6.55,HR,6.55,HR
C-08329-42354,1/7/09,11/24/08,PARTIAL CERTIFIED,VA,2/2/09,11/30/09,VINCENT PARKER CONSTRUCTION,2875 FLOWER GAP ROAD,,CANA,VA,24317,RUDY SANCHEZ,PR SUPPORT LLC,OLMITO,TX,CONSTRUCTION WORKER I,15,9.7,HR,9.7,HR
C-08329-42355,1/13/09,11/24/08,CERTIFIED,VA,3/2/09,12/31/09,"BEVANS OYSTER COMPANY, INC.",1090 SKIPJACK ROAD,,KINSALE,VA,22488,"THE LABOR COMPANY, AMANDA  WRIGHT",P.O. BOX 1254,AMHERST,VA,"PACKAGER, HAND",120,6.55,HR,6.55,HR
C-08329-42356,1/12/09,11/24/08,CERTIFIED,NY,2/23/09,12/23/09,DIAS LANDSCAPING,2 LIGHTHOUSE ROAD,,HAMPTON BAYS,NY,11746,MITCHELL ZWAIK,"MITCHELL C. ZWAIK & ASSOCIATES,P.C.",BOHEMIA,NY,"LABORER, LANDSCAPE",4,8.4,HR,8.4,HR
C-08329-42357,1/13/09,11/24/08,CERTIFIED,CT,3/1/09,11/30/09,"EXECUTIVE LANDSCAPING, INC",2969 WHITNEY AVE.,,HAMDEN,CT,06518,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST.,SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",42,9.25,HR,9.27,HR
C-08329-42358,1/12/09,11/21/08,CERTIFIED,NY,2/23/09,12/23/09,"NATURAL CYCLE LAWNSMITHS,INC.",87 POWELL AVENUE,,SOUTHAMPTON,NY,11968,MITCHELL ZWAIK,"MITCHELL C. ZWAIK & ASSOCIATES,P.C.",BOHEMIA,NY,"LABORER, LANDSCAPE",4,8.4,HR,8.4,HR
C-08329-42359,2/5/09,11/24/08,DENIED,NY,11/1/08,4/15/09,METRO IRRIGATION AND MAINTENANCE CORP.,51 VAIL STREET,,ISLIP,NY,11751,INFINITY LABOR SOURCE,5127 MARSH LANE,BUDA,TX,SNOW SHOVELER,0,8.4,HR,11.3,HR
C-08329-42360,11/25/08,11/24/08,PARTIAL CERTIFIED,AZ,2/1/09,11/30/09,ROAD RUNNER DRYWALL CORP.,7918 E. MCCLAIN DR.,SUITE 1,SCOTTSDALE,AZ,85260,SUAME CORP,JESUS RAUL LEON,PHOENIX,AZ,DRY WALL APPLICATOR,20,10.91,HR,10.91,HR
C-08329-42361,1/9/09,11/24/08,PARTIAL CERTIFIED,SC,2/15/09,11/1/09,MAINSCAPE INC - SC,2045 LEJEUNE BLVD.,,JACKSONVILLE,NC,28546,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",10,7.93,HR,7.93,HR
C-08329-42362,1/7/09,11/24/08,PARTIAL CERTIFIED,VA,2/16/09,12/15/09,"K & D ROUND'S LANDSCAPE SERVICE, INC.",3478 WESTMINSTER AVENUE,,NORFOLK,VA,23504,"THE LABOR COMPANY, AMANDA WRIGHT",P.O. BOX 1254,AMHERST,VA,"LABORER, LANDSCAPE",45,8.09,HR,8.09,HR
C-08329-42363,1/28/09,11/24/08,CERTIFIED,IL,2/16/09,11/30/09,LANDSCAPE CONCEPTS MANAGEMENT-IL,31745 N. ALLEGHANY RD,,GRAYSLAKE,IL,60030,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",150,8.53,HR,8.53,HR
C-08329-42364,1/16/09,11/24/08,CERTIFIED,VA,2/13/09,11/30/09,"BUSHWHACKERS, INC.",3444 MEADORS SPUR ROAD,,MONETA,VA,24121,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",13,8.13,HR,8.13,HR
C-08329-42365,1/12/09,11/24/08,PARTIAL CERTIFIED,VA,2/13/09,11/30/09,"REGENT HOSPITALITY, LLC",2097 INN DRIVE,,CHARLOTTESVILLE,VA,22911,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"CLEANER, HOUSEKEEPING",10,7.55,HR,7.55,HR
C-08329-42366,3/5/09,11/24/08,DENIED,VA,2/13/09,12/13/09,"LAWHORNE BROTHERS, INC.",P.O. BOX 10005,781 LAWYERS ROAD,LYNCHBURG;  CAMPBELL COUNTY,VA,24506,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,CONSTRUCTION WORKER II,0,8.17,HR,8.17,HR
C-08329-42367,1/5/09,11/24/08,PARTIAL CERTIFIED,VA,2/13/09,12/13/09,"HAWKS FOUNDATIONS, INC.",200 OLD STABLE ROAD,,LYNCHBURG,VA,24503,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,CONSTRUCTION WORKER II,11,8.17,HR,8.17,HR
C-08329-42368,1/21/09,11/24/08,PARTIAL CERTIFIED,ND,3/2/09,11/30/09,"S & S LANDSCAPING CO., INC.",2777 FIECHTNER DR.,,FARGO,ND,58103,LAURA CHRISTIANSEN,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,"LABORER, LANDSCAPE",23,8.49,HR,8.49,HR
C-08329-42369,12/19/08,11/10/08,PARTIAL CERTIFIED,SC,2/1/09,12/1/09,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINBERGH BOULEVARD,,SAINT ANN,MO,63074,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,FAST FOODS WORKER,30,6.39,HR,6.55,HR
C-08329-42370,1/6/09,11/24/08,CERTIFIED,SD,2/15/09,12/15/09,SOUTH DAKOTA WHEAT GROWERS,"110 6TH  AVENUE, SE,",,ABERDEEN,SD,57401,"KEVIN OPP, EMPLOYMENT USA, LLC",714 S. MAIN ST,ABERDEEN,SD,"LABORER, GENERAL",50,7.92,HR,7.92,HR
C-08329-42371,1/13/09,11/24/08,PARTIAL CERTIFIED,NC,3/2/09,12/31/09,MATTAMUSKEET CRAB COMPANY T/A MATTAMUSKEET SEAFOOD,24694 US HIGHWAY 264,,SWAN QUARTER,NC,27885,,,,,CRAB MEAT PROCESSOR,80,7.38,HR,7.38,HR
C-08329-42372,1/12/09,11/24/08,CERTIFIED,SD,2/15/09,12/15/09,"SAYLER CONSTRUCTION, INC",1502 MEADOWLARK CT,,ABERDEEN,SD,57401,"KEVIN OPP, EMPLOYMENT USA, LLC",714 S. MAIN ST,ABERDEEN,SD,CONSTRUCTION WORKER I,15,8.82,HR,8.82,HR
C-08329-42373,2/18/09,11/24/08,CERTIFIED,VA,2/20/09,11/30/09,ARAMARK SPORTS & RECREATION LODGES OF SHENANDOAH N,10 WALLACE AVENUE,,LURAY,VA,22835,"KEVIN OPP, EMPLOYMENT USA, LLC","714 S. MAIN ST, SUITE #1",ABERDEEN,SD,FAST FOODS WORKER,40,6.55,HR,6.55,HR
C-08329-42374,1/22/09,11/24/08,CERTIFIED,VA,2/20/09,11/30/09,ARAMARK SPORTS & RECREATION LODGES OF SHENANDOAH N,10 WALLACE AVENUE,,LURAY,VA,22835,"KEVIN OPP, EMPLOYMENT USA, LLC","714 S. MAIN ST, SUITE #1",ABERDEEN,SD,"CLEANER, HOUSEKEEPING",40,6.55,HR,6.55,HR
C-08329-42375,12/18/08,11/3/08,CERTIFIED,IN,2/2/09,11/15/09,BECKER LANDSCAPE CONTRACTORS,3749 N. KITLEY AVE.,,INDIANAPOLIS,IN,46226,"MASLABOR H2B , LLC    ELIZABETH WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",75,7.99,HR,7.99,HR
C-08330-42376,1/7/09,11/25/08,PARTIAL CERTIFIED,MI,3/1/09,11/1/09,SUPERIOR EMPLOYMENT SERVICES,300 2ND STREET,,ST. IGNACE,MI,49781,MOLLY L. CHAN,P.O. BOX 27534,LANSING,MI,HOTEL CLERK,14,7.54,HR,7.54,HR
C-08330-42377,1/13/09,11/25/08,CERTIFIED,MI,3/1/09,11/15/09,SUPERIOR EMPLOYMENT SERVICES,300 2ND STREET,,ST. IGNACE,MI,49781,MOLLY L. CHAN,P.O. BOX 27534,LANSING,MI,BELLHOP,10,7.4,HR,7.4,HR
C-08330-42378,1/27/09,11/25/08,CERTIFIED,MI,3/1/09,11/1/09,SUPERIOR EMPLOYMENT SERVICES,300 2ND STREET,,ST. IGNACE,MI,49781,MOLLY L. CHAN,P.O. BOX 27534,LANSING,MI,WAITER/WAITRESS,41,7.4,HR,7.4,HR
C-08330-42379,1/13/09,11/25/08,CERTIFIED,MI,3/1/09,11/1/09,SUPERIOR EMPLOYMENT SERVICES,300 2ND STREET,,ST. IGNACE,MI,49781,MOLLY L. CHAN,P.O. BOX 27534,LANSING,MI,HOUSEKEEPER,52,7.4,HR,7.4,HR
C-08330-42380,1/2/09,11/25/08,CERTIFIED,VA,2/15/09,12/15/09,RUPPERT NURSERIES,5451 WELLINGTON ROAD,,GAINESVILLE,VA,20155,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",25,8.49,HR,8.7,HR
C-08330-42381,2/4/09,11/25/08,DENIED,VA,2/2/09,12/2/09,"THE PLACEMENT GROUP OF VA, LLC",810 NORTH JEFFERSON STREET,SUITE 103,LEWISBURG,WV,24901,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,MATERIAL HANDLER,0,6.92,HR,6.92,HR
C-08330-42382,1/9/09,11/25/08,PARTIAL CERTIFIED,VA,2/1/09,12/1/09,"SPANFORCE LABOR, LLC",122 NORTH COURT STREET,2ND FLOOR,LEWISBURG,WV,24901,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC.","40-12 31ST AVE, SUITE 1",ASTORIA,NY,MATERIAL HANDLER,50,6.92,HR,6.92,HR
C-08330-42383,1/23/09,11/25/08,CERTIFIED,VA,2/12/09,11/30/09,J. MARIO LAWN & LANDSCAPING,24337 GUM SPRING ROAD,,STERLING,VA,20166,DAN D. PARK,LAW OFFICES OF DAN D. PARK,FAIRFAX,VA,LANDSCAPE GARDENER,4,8.49,HR,8.49,HR
C-08330-42384,1/13/09,11/25/08,PARTIAL CERTIFIED,VA,3/31/09,12/31/09,"ARTFX , INC.",1125 AZALEA GARDEN ROAD,,NORFOLK,VA,23502,R. BARRY ROWELL,"3500 VIRGINIA BEACH BLVD., SUITE 435",VIRGINIA BEACH,VA,SCREEN PRINTER,25,8.09,HR,9.05,HR
C-08330-42385,1/22/09,11/25/08,CERTIFIED,MA,3/1/09,11/15/09,"BREWER TREE AND LAND COMPANY, INC.",CLEVELANDTOWN ROAD,P.O. BOX 2241,EDGARTOWN,MA,02539,MARILYN H. VUKOTA,46 MAIN ST.,EDGARTOWN,MA,"LABORER, LANDSCAPE",2,11.99,HR,12,HR
C-08330-42386,1/12/09,11/25/08,CERTIFIED,LA,2/1/09,11/30/09,GREENSCAPE GROUNDS MANAGEMENT LLC,104 LONGVIEW DRIVE,,LAFAYETTE,LA,70506,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",15,6.65,HR,6.65,HR
C-08330-42387,1/12/09,11/25/08,CERTIFIED,NC,2/23/09,11/30/09,"ORR CONTRACTING, INC.",P.O. BOX 310,4058 SWEETWATER RD.,ROBBINSVILLE,NC,28771,GINNY MUILENBURG/LABOR CONSULTANTS INTERNATIONAL,1810 E. SCHNEIDMILLER AVE.  S.E.,POST FALLS,ID,HIGHWAY MAINTENANCE WORKER,30,9.43,HR,9.43,HR
C-08330-42388,1/14/09,11/25/08,PARTIAL CERTIFIED,VA,3/1/09,12/10/09,"COMMONWEALTH TENT CO., INC",5611 GREENDALE ROAD,,RICHMOND,VA,23228,"THE LABOR COMPANY, AMANDA WRIGHT",P.O. BOX 1254,AMHERST,VA,AMUSEMENT PARK WORKER,15,8.59,HR,9,HR
C-08330-42389,1/28/09,11/25/08,DENIED,VA,12/31/08,9/30/09,KAZAN RESTAURANT,6813 REDMOND DRIVE,,MCLEAN,VA,22101,JAHIT H. KAVURT,"KAVURT LAW OFFICES, P.A.",ORLANDO,FL,"MANAGER, FAST FOOD SERVICES",0,69493,YR,70000,YR
C-08330-42390,2/13/09,11/25/08,DENIED,NJ,2/1/09,12/1/09,ROBERT BRADLEY LANDSCAPING INC.,276 DURIE AVE.,,CLOSTER,NJ,07624,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",0,9.19,HR,9.3,HR
C-08330-42391,1/9/09,11/25/08,CERTIFIED,SC,2/2/09,12/1/09,"GRAYSON SOUTH, LLC",134 FORT MILL HIGHWAY,,FORT MILL,SC,29707,WORKFORCE ADVANTAGE/  FERNANDO SAENZ,PO BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",10,8.14,HR,8.14,HR
C-08330-42392,1/7/09,11/25/08,CERTIFIED,VA,2/16/09,12/15/09,TME ENTERPRISES,4039 BUELL STREET,,CHESAPEAKE,VA,23324,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",76,8.09,HR,8.09,HR
C-08330-42393,1/9/09,11/25/08,PARTIAL CERTIFIED,SC,2/16/09,12/15/09,CAROLINA MASONRY,401 HUNT CLIFF DRIVE,,TAYLORS,SC,29687,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,CONSTRUCTION WORKER I,10,8.23,HR,8.23,HR
C-08330-42394,1/13/09,11/25/08,CERTIFIED,MA,3/1/09,12/15/09,DAVID R RYKBOST CORP DBA DAVE'S LANDSCAPE MANAGEME,469 RIVER RD #12,,HUDSON,MA,01749,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,LANDSCAPE GARDENER,15,11.69,HR,11.69,HR
C-08330-42395,1/12/09,11/25/08,CERTIFIED,ID,1/2/09,9/30/09,ALLIED SEED LLC,9311 HWY 45,,NAMPA,ID,83686,"RICHARD A KULICS, ESQ",REZA ATHARI & ASSOCIATES,MURRAY,UT,JANITOR,1,7.16,HR,7.25,HR
C-08330-42396,1/14/09,11/25/08,PARTIAL CERTIFIED,NY,2/15/09,12/15/09,"CRYSTAL ROCK AMUSEMENTS, INC. DBA CASTLEROCK AMUSE",35 GRANT ST.,,PITTSFIELD,MA,01201,JAMES K. JUDKINS,32775 FM 106,RIO HONDO,TX,AMUSEMENT PARK WORKER,30,8.38,HR,8.38,HR
C-08330-42397,3/6/09,11/25/08,DENIED,CO,2/15/09,12/15/09,"COLORADO FLAGSTONE, INC.",PO BOX 63,,MASONVILLE,CO,80541,"DAVID N. SIMMONS, ESQ","1175 OSAGE ST, STE 202",DENVER,CO,QUARRY PLUG AND FEATHER DRILLER,0,12,HR,12,HR
C-08330-42398,1/7/09,11/25/08,CERTIFIED,KY,12/15/08,4/23/09,"ANDREW MCKEEVER RACING STABLES, LLC MEMBER KYHBPA","169 STRAWBERRY FIELDS,",,LEXINGTON,KY,40516,"INTERNATIONAL PERSONNEL RESOURCES, INC.,",PO BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,8,7.79,HR,7.79,HR
C-08330-42399,1/13/09,11/25/08,CERTIFIED,NY,1/10/09,10/31/09,ICE KREME MILL LTD.,201 BARNHART ROAD,,WESTMINISTER,MD,21158,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA STRICKLAND","8809 SWAMP FOX HWY. WEST, SUITE 102",TABOR CITY,NC,FAST FOODS WORKER,10,7.33,HR,300,HR
C-08330-42400,1/9/09,11/25/08,CERTIFIED,KY,1/15/09,11/15/09,K AND B DRYWALL,487 EAST NEW CIRCLE ROAD,,LEXINGTON,KY,40505,,,,,DRY WALL APPLICATOR,25,12.6,HR,12.6,HR
C-08330-42401,1/13/09,11/25/08,CERTIFIED,NJ,2/16/09,12/15/09,KODIAK LANDSCAPE DESIGN INC,P.O. BOX 97,28 WILLIAM STREET,HASKELL,NJ,07420,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",6,9.19,HR,9.19,HR
C-08330-42402,2/20/09,11/25/08,DENIED,NJ,2/3/09,12/3/09,STOCKEL'S LAWN & LANDSCAPING INC,176 WOODWARD ROAD,,MANALAPAN,NJ,07726,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",0,8.85,HR,8.85,HR
C-08330-42403,1/27/09,11/25/08,CERTIFIED,NY,2/15/09,12/15/09,"ORGANICS PLUS LAWN CARE, INC.",10A ACORN TERRACE,,NEW CITY,NY,10956,"STEVEN MCKAY, MICOSTA ENTERPRISES",3007 ROUTE 20,HUDSON,NY,"LABORER, LANDSCAPE",10,9.19,HR,9.19,HR
C-08330-42404,1/7/09,11/25/08,CERTIFIED,VA,2/16/09,12/15/09,"LAWN PERFECT, INC.",1533 HARPERS ROAD,,VIRGINIA BEACH,VA,23454,"THE LABOR COMPANY,  AMANDA WRIGHT",P.O. BOX 1254,AMHERST,VA,"LABORER, LANDSCAPE",10,8.09,HR,8.09,HR
C-08330-42405,1/13/09,11/25/08,CERTIFIED,VA,2/12/09,12/12/09,TOTAL LANDSCAPES LLC,4 CROAKER CIRCLE,,WILLIAMSBURG,VA,23188,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",12,8.09,HR,8.09,HR
C-08330-42406,1/7/09,11/25/08,PARTIAL CERTIFIED,KY,12/15/08,4/23/09,FRANK L. BROTHERS RACING STABLES,1227 NAVAJO CRT.,,LOUISVILLE,KY,40207,"MICHAEL GLAH/INTERNATIONAL PERSONNEL RESOURCES, IN",PO BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,18,7.08,HR,7.79,HR
C-08330-42407,1/14/09,11/25/08,CERTIFIED,KS,1/15/09,11/15/09,HIGH PERFORMANCE DRYWALL,604 AUTUM RIDGE RD.,,ANDOVER,KS,67002,JESUS RAUL LEON / SUAME CORP.,1122 E. BUCKEYE RD B8,PHOENIX,AZ,DRY WALL APPLICATOR,100,11.5,HR,11.5,HR
C-08330-42408,1/7/09,11/25/08,PARTIAL CERTIFIED,KY,12/15/08,4/23/09,"LUKAS ENTERPRISES, INC",5242 KATELLA AVE.,,LOS ALAMITOS,CA,90720,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,10,7.03,HR,7.79,HR
C-08330-42409,1/7/09,11/25/08,CERTIFIED,KY,12/15/08,4/23/09,"RS RACING, LLC","1810 HEMLOCK PLACE, #211",,SCHAUMBURG,IL,60173,"INTERNATIONAL PERSONNEL RESOURCES, INC.,",PO BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,6,7.08,HR,7.79,HR
C-08330-42410,1/13/09,11/25/08,CERTIFIED,MA,2/26/09,12/1/09,CAPTAINS HOUSE INN,369 OLD HARBOR ROAD,,CHATHAM,MA,02633,,,,,HOUSEKEEPER,5,9.3,HR,9.75,HR
C-08330-42411,2/27/09,11/25/08,DENIED,NJ,2/7/09,12/7/09,BORST LANDSCAPE & DESIGN INC,260 W. CRESCENT AVE.,,ALLENDALE,NJ,07401,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",0,9.19,HR,9.19,HR
C-08330-42412,1/7/09,11/25/08,PARTIAL CERTIFIED,VA,2/16/09,12/15/09,"WILLIAMS BROTHERS TREE AND LAWN SERVICE, INC.",2776 LEE JACKSON HWY,,STAUNTON,VA,24401,"THE LABOR COMPANY,  AMANDA WRIGHT",417 S. MAIN STREET,AMHERST,VA,"LABORER, LANDSCAPE",17,8,HR,8,HR
C-08330-42413,1/27/09,11/25/08,CERTIFIED,FL,3/1/09,1/31/10,"VMAR, LLC","6996 PIAZZA GRANDE AVE., SUITE 309",,ORLANDO,FL,32835,,,,,"CLEANER, HOUSEKEEPING",105,7.38,HR,7.45,HR
C-08330-42414,1/27/09,11/25/08,CERTIFIED,TX,2/15/09,12/15/09,"II GRANITO, LLC","10551 GOODNIGHT LANE, SUITE A",,DALLAS,TX,75220,MEHRON P. AZARMEHR / RACHEL I. BUS,2720 BEE CAVES ROAD,AUSTIN,TX,CONSTRUCTION WORKER I,5,8.21,HR,13,HR
C-08330-42415,1/12/09,11/25/08,PARTIAL CERTIFIED,MO,2/15/09,12/1/09,RITE-A-WAY LAWN CARE LLC.,3207 POST WALK CT.,,O'FALLON,MO,63366,,,,,"LABORER, LANDSCAPE",50,8.65,HR,8.65,HR
C-08330-42416,1/9/09,11/25/08,PARTIAL CERTIFIED,TX,2/16/09,12/15/09,AYALA CONSTRUCTION,5830 COPA COVE,,SAN ANTONIO,TX,78242,MEHRON P. AZARMEHR,2720 BEE CAVES ROAD,AUSTIN,TX,CONSTRUCTION WORKER I,10,8.65,HR,8.65,HR
C-08330-42417,1/20/09,11/25/08,PARTIAL CERTIFIED,TX,2/16/09,12/15/09,"MIRAMONT MANAGEMENT COMPANY, LLC. DBA, MIRAMONT CO",ONE MIRMONT BLVD.,,BRYAN,TX,77802,MEHRON P. AZARMEHR / RACHEL I. BUS,2720 BEE CAVES ROAD,AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,7.05,HR,7.5,HR
C-08330-42418,1/12/09,11/25/08,CERTIFIED,LA,2/15/09,12/15/09,"JACKSON GROUND MAINTENANCE, INC",20007 SKINNER DRIVE,,HAMMOND,LA,70401,"AG WORKS, INC.",P.O. BOX 580,LAKE PARK,GA,"LABORER, LANDSCAPE",25,6.55,HR,7,HR
C-08330-42419,2/23/09,11/25/08,DENIED,NJ,2/2/09,12/2/09,COUNTRY ACRES LANDSCAPING LLC,71 BRITTON RD.,,STOCKTON,NJ,08559,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",0,9.44,HR,9.44,HR
C-08330-42420,1/9/09,11/25/08,PARTIAL CERTIFIED,TX,2/16/09,12/15/09,"BEHRINGER HARVARD LAKEWAY, LP D.B.A. LAKEWAY RESOR",101 LAKEWAY DRIVE,,AUSTIN,TX,78734,MEHRON P. AZARMEHR / RACHEL I. BUS,2720 BEE CAVES ROAD,AUSTIN,TX,"FOOD ASSEMBLER, KITCHEN",35,6.98,HR,7.25,HR
C-08330-42421,1/21/09,11/25/08,CERTIFIED,LA,2/20/09,12/20/09,"HARVEST TIME SEAFOOD, INC.",208 WEST ELINA STREET,,ABBEVILLE,LA,70510,,,,,"LABORER, SHELLFISH PROCESSING",40,6.48,HR,7.25,HR
C-08330-42422,1/6/09,11/25/08,PARTIAL CERTIFIED,NC,2/13/09,11/30/09,"LOVIN CONTRACTING CO., INC",P.O. BOX 758,88 STATE SHED ROAD,ROBBINSVILLE,NC,28771,GINNY MUILENBURG/LABOR CONSULTANTS INTERNATIONAL,1810 E. SCHNEIDMILLER AVE.  S.E.,POST FALLS,ID,HIGHWAY MAINTENANCE WORKER,30,9.43,HR,9.43,HR
C-08330-42423,1/5/09,11/25/08,CERTIFIED,OK,2/13/09,11/30/09,SOUTHERN LANDSCAPE SERVICES,209 E. CHARLOTTE,,BROKEN ARROW,OK,74011,"MASLABOR H2B , LLC    ELIZABETH WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",12,7.61,HR,7.75,HR
C-08330-42424,2/13/09,11/25/08,DENIED,KY,2/1/09,11/30/09,"PATRICK COOPER PAINTING CONTRACTOR, INC.",3516 WEBSTER ROAD,,DANVILLE,KY,40422,"ELIZABETH CONLEY-MORGAN,ESQ.",901 N. BROADWAY,LEXINGTON,KY,PRODUCTION HELPER,0,7.52,HR,7.52,HR
C-08330-42425,1/9/09,11/25/08,CERTIFIED,MD,2/16/09,12/15/09,"IVY HILL NURSERY CO., INC.",1305 ENTERPRISE COURT,,BEL AIR,MD,21015,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",58,8.45,HR,8.9,HR
